id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
1612,p,1.79,b,g,o,f,,c,n,6.22,2.88,,,n,,,f,f,,g,u
1613,e,1.0,x,g,n,t,a,,p,5.35,0.98,,,n,,,f,f,,h,u
1614,p,3.48,b,y,n,f,,c,g,6.57,4.61,s,s,w,,,f,f,,d,a
1615,e,6.03,x,h,n,f,a,d,n,5.87,5.86,,t,g,,,t,l,,d,u
1616,e,8.2,x,,n,t,p,,g,12.24,25.27,,y,w,,,f,f,,d,u
1617,p,1.32,o,k,n,f,,,n,3.92,1.16,,,n,,,f,f,,d,a
1618,e,4.66,x,,w,f,d,,r,5.77,6.88,,,l,,,f,f,,d,a
1619,p,2.97,b,w,y,f,a,,y,5.02,5.66,,t,y,,,f,f,,g,u
1620,e,8.07,s,w,y,f,f,f,f,6.78,16.75,,,y,,,f,f,,d,a
1621,p,9.49,x,t,n,f,d,d,w,3.06,22.98,,,n,,,f,f,,d,u
1622,p,5.41,x,,y,f,s,d,y,4.75,11.74,,i,n,,,f,f,,d,a
1623,p,3.04,f,t,n,f,x,c,p,4.22,2.62,,i,n,,,f,f,,g,a
1624,p,16.36,f,s,g,f,d,,p,7.03,17.33,,i,n,,,f,f,,d,a
1625,e,4.61,x,t,o,f,a,d,w,6.89,4.68,,s,n,,,f,f,,d,s
1626,p,1.04,x,g,w,f,a,d,n,3.4,1.66,,,n,,,f,f,,d,a
1627,p,7.25,s,,y,t,d,,p,6.31,12.56,,,w,,,t,f,,d,u
1628,e,9.1,f,s,r,f,x,c,n,5.99,19.37,,,w,,,f,f,,d,u
1629,e,9.57,f,y,w,f,e,c,p,23.35,13.0,,s,w,,,t,e,,d,a
1630,e,2.71,f,s,o,f,d,d,o,2.92,6.06,,,w,,,f,f,,m,a
1631,e,1.39,f,y,n,f,a,d,p,5.54,3.09,,i,n,,,f,f,,h,s
1632,e,8.45,f,y,w,f,e,c,w,13.84,11.25,,s,w,,,t,e,,g,s
1633,p,4.21,x,h,o,f,a,c,n,4.93,6.04,,y,n,,,t,z,,d,a
1634,p,6.54,s,t,n,f,x,c,y,5.68,14.98,,,y,,,f,f,,d,a
1635,e,8.06,x,l,w,f,d,,p,5.36,10.04,,,w,,,f,f,,g,a
1636,p,3.01,b,y,n,f,,c,w,6.32,4.51,s,s,w,,,f,f,,d,a
1637,p,2.84,s,d,w,f,d,d,w,3.41,2.42,,h,w,,,f,f,,g,a
1638,e,3.13,x,s,w,f,d,d,w,3.86,6.36,,,w,,,f,f,,g,a
1639,p,10.33,x,e,y,t,p,,o,9.94,31.29,,,u,,,f,f,,d,u
1640,p,6.87,x,t,n,f,s,,g,6.08,8.0,,y,n,,,f,f,,d,a
1641,e,3.74,x,k,n,f,p,,e,4.56,10.11,,,n,,,f,f,,d,a
1642,e,11.48,x,e,y,f,x,c,w,8.47,23.19,,,w,,,f,f,,d,a
1643,p,5.04,x,s,y,f,,c,r,8.19,7.06,,,y,u,w,t,z,k,d,a
1644,e,9.44,x,t,n,t,p,,y,7.71,22.51,,,n,,,f,f,,d,u
1645,e,15.39,x,e,n,t,e,,w,9.85,18.54,,,w,,,t,,,g,a
1646,e,4.24,f,,y,f,x,c,g,5.9,4.27,,,w,,,f,f,,d,u
1647,e,6.87,x,l,w,f,d,,p,3.37,7.22,,,w,,,f,f,,g,u
1648,p,0.94,x,g,e,f,a,,n,4.53,1.19,,s,k,,,f,f,,d,u
1649,p,6.99,s,t,y,f,x,c,y,5.41,14.91,,,y,,,f,f,,d,a
1650,e,6.57,s,l,w,f,d,,w,3.62,9.63,,,w,,,f,f,,d,a
1651,p,1.95,b,g,o,f,,c,n,6.73,3.18,,,n,,,f,f,,g,u
1652,p,3.71,x,t,n,f,s,c,p,5.63,8.01,,,w,,n,t,z,,d,a
1653,e,8.46,s,s,n,t,d,c,o,5.65,17.79,,,w,,,f,f,,m,u
1654,e,8.9,x,t,n,f,p,d,y,6.49,12.78,,s,n,,,f,f,,g,a
1655,e,9.98,f,y,w,f,e,c,w,20.02,12.77,,s,w,,,t,e,,g,s
1656,p,5.78,b,d,n,f,d,c,y,5.32,6.49,,i,n,,,t,,,d,u
1657,p,1.29,b,,n,f,a,,g,4.88,2.11,,s,n,,,f,f,,d,u
1658,p,4.33,x,t,n,f,s,c,n,6.0,10.28,,,w,,n,t,z,,d,u
1659,e,5.86,x,y,n,f,e,c,p,5.09,10.16,,y,n,,,f,f,,d,a
1660,e,3.65,s,,n,f,s,c,b,6.38,17.57,,,u,,,f,f,,l,a
1661,p,3.31,f,d,b,f,x,c,y,4.6,2.54,b,i,n,,,f,f,,d,u
1662,e,4.04,x,k,n,f,p,,e,4.61,9.93,,,y,,,f,f,,d,a
1663,p,2.51,b,,k,f,a,,n,7.87,2.37,,,g,,w,f,f,k,g,a
1664,e,11.02,x,s,e,f,d,d,w,10.09,18.32,,i,n,,,t,,w,d,a
1665,p,3.99,x,,w,f,,c,w,2.72,12.78,,,y,,,f,f,,d,u
1666,e,1.03,p,g,w,f,,,g,2.98,1.48,,,w,,,f,f,,d,a
1667,e,3.62,s,,y,f,f,f,f,7.07,8.47,,,y,,,f,f,,d,a
1668,p,2.05,b,,n,f,a,,g,4.97,1.96,,s,n,,,f,f,,d,a
1669,p,3.05,x,s,w,f,d,c,w,3.28,8.18,,,w,,,f,f,,g,u
1670,p,7.08,s,,y,t,d,,o,5.37,13.01,,,w,,,t,f,,d,u
1671,p,5.89,s,d,o,f,d,c,y,3.86,6.59,,,y,,,f,f,,h,u
1672,p,1.55,x,g,n,f,d,d,n,2.38,2.61,,s,n,,,f,f,,h,u
1673,p,4.78,x,,p,f,,c,r,5.3,13.01,,,y,,,f,f,,d,a
1674,e,3.66,s,d,g,t,d,c,p,5.38,6.43,,,n,,,f,f,,d,a
1675,e,13.05,x,15.94,n,t,e,,w,9.79,16.56,,,w,,,t,,,g,a
1676,p,6.14,s,,n,t,d,c,b,7.04,6.85,,,e,,,f,f,,d,a
1677,e,2.07,x,,b,f,,d,u,5.04,4.08,,,w,,,f,f,,d,a
1678,e,8.28,x,h,n,f,p,d,y,6.63,12.12,,s,n,,,f,f,,h,u
1679,p,1.34,b,h,n,f,a,,n,5.04,1.63,,t,n,,,f,f,,d,s
1680,e,8.1,s,l,w,f,d,,p,3.69,10.39,,,w,,,f,f,,d,u
1681,e,5.67,f,y,n,f,s,,w,4.89,8.0,,,w,,,f,f,,d,a
1682,e,7.17,x,s,n,t,p,,n,6.64,16.34,,,n,,w,t,p,,d,u
1683,p,3.04,x,k,w,f,s,,p,3.88,2.62,,,n,,,f,f,p,g,u
1684,p,8.07,b,t,w,f,e,c,w,12.84,13.14,,y,w,u,w,t,e,,d,a
1685,e,4.06,f,d,n,t,d,c,p,3.93,5.7,,,g,,,f,f,,d,a
1686,p,6.22,x,d,e,t,d,c,n,7.02,9.46,,,e,,,f,f,,d,a
1687,p,7.27,s,t,y,f,x,c,y,4.11,14.46,,,y,,,f,f,,d,a
1688,e,10.38,x,s,r,f,x,,n,6.31,23.75,,,n,,,f,f,,d,a
1689,e,14.27,x,y,n,t,e,,w,9.49,17.02,,,w,,,t,,,g,u
1690,p,3.53,x,,w,f,x,c,p,7.68,4.24,,,n,,,f,f,,d,u
1691,p,6.41,f,,r,f,x,c,n,7.0,12.55,,,w,,,f,f,,d,u
1692,e,6.24,c,t,n,f,e,,w,12.15,12.43,,s,w,u,w,f,f,,d,u
1693,e,8.68,f,s,n,f,s,c,w,6.91,10.59,b,i,w,,,f,f,,m,a
1694,e,3.23,x,d,p,f,a,c,e,4.32,5.95,,,o,,,f,f,,m,w
1695,e,3.24,x,d,n,f,p,,e,4.31,9.36,,,n,,,f,f,,d,a
1696,p,11.24,x,t,g,t,d,c,b,4.97,26.15,,,n,,,f,f,,g,u
1697,p,2.74,o,,k,f,f,f,f,3.81,23.46,,g,n,,,f,f,,d,u
1698,p,0.69,x,g,n,f,a,,p,5.7,1.07,,s,k,,,f,f,,d,u
1699,e,10.01,s,,w,t,d,c,w,4.27,20.22,,,w,,,f,f,,d,a
1700,e,7.86,f,,w,f,d,c,y,2.26,14.33,,,w,,,f,f,,d,w
1701,p,6.28,x,,g,f,d,c,y,5.07,10.16,b,,n,,,f,f,,l,w
1702,e,6.61,x,y,n,f,e,c,p,4.97,9.96,,y,n,,,f,f,,d,u
1703,p,3.55,c,k,y,t,x,c,p,4.76,11.24,,,w,,,f,f,,d,a
1704,p,5.69,b,s,g,f,,,w,11.45,12.85,,s,w,,,t,z,,g,u
1705,e,1.41,c,g,n,f,a,,w,5.06,1.53,,,g,,,f,f,,l,u
1706,p,10.07,f,t,n,t,d,c,n,5.63,12.42,,,n,,,f,f,,d,u
1707,e,7.03,x,h,y,f,p,,y,7.99,15.61,,,y,,y,t,,,d,u
1708,e,14.23,x,e,n,t,e,,w,9.3,16.61,,,w,,,t,,,d,a
1709,e,4.71,x,t,o,f,p,,n,5.61,11.22,,,n,,,f,f,,d,u
1710,p,4.04,b,s,y,f,,c,y,7.04,7.5,,,y,u,w,t,f,k,d,a
1711,e,3.31,b,g,n,f,x,d,w,4.19,2.97,,,y,,,f,f,,g,u
1712,e,3.6,f,t,n,f,d,,o,5.65,6.28,,t,o,,,f,f,,d,a
1713,p,4.02,x,,r,t,s,d,r,4.42,13.23,r,i,w,,,f,f,,d,a
1714,e,8.66,f,s,w,f,s,c,w,6.71,27.02,,,w,,,f,f,,d,u
1715,p,8.61,s,h,g,t,d,,g,4.56,12.05,,t,g,,,f,f,,d,a
1716,p,3.81,x,t,o,f,a,c,y,5.81,8.36,,g,o,,,f,f,,g,a
1717,e,9.28,s,,n,f,s,c,u,7.29,19.28,,,u,,,f,f,,l,a
1718,p,5.37,x,,g,f,d,c,w,5.97,10.32,b,,n,,,f,f,,d,a
1719,p,3.41,x,i,e,f,,,e,4.55,6.49,,,e,,,f,f,n,d,a
1720,e,10.84,x,h,n,t,p,,y,9.12,19.12,,,n,,,f,f,,d,a
1721,e,4.99,x,h,n,f,x,c,n,5.3,5.22,,s,n,,,t,r,,d,u
1722,e,3.2,x,s,w,f,d,d,w,3.28,5.81,,,w,,,f,f,,m,u
1723,p,0.64,f,,o,f,d,,o,4.87,0.95,,,y,,,f,f,w,g,a
1724,e,9.05,x,i,n,t,e,,p,9.06,16.91,,y,w,,,t,l,,d,a
1725,p,5.31,b,s,e,f,e,,g,6.38,6.35,,,k,,,f,f,,m,u
1726,p,8.5,f,,w,f,x,c,w,9.62,11.93,r,i,n,,,f,f,,h,a
1727,e,7.44,x,,n,f,x,c,w,5.59,14.93,,s,w,,,f,f,,d,a
1728,p,1.97,b,,n,f,a,,g,4.86,1.92,,s,g,,,f,f,,d,u
1729,p,6.99,f,t,n,f,x,c,y,6.88,16.3,,,y,,,f,f,,d,a
1730,e,4.06,b,g,g,f,d,d,g,5.26,3.59,,s,n,,,f,f,,d,a
1731,p,5.89,s,d,e,t,d,c,y,6.19,8.58,,,n,,,f,f,,d,u
1732,e,5.6,s,,n,f,d,c,w,4.6,7.18,,s,w,,,f,f,,d,u
1733,p,1.85,b,,n,f,a,,n,5.32,2.79,,s,n,,,f,f,k,g,a
1734,p,3.65,f,,u,f,a,,w,3.99,7.2,,,y,,,f,f,,d,a
1735,p,8.7,x,w,e,f,x,,w,15.27,8.88,r,g,n,,,f,f,,d,u
1736,p,3.83,b,s,y,f,,c,r,7.78,6.57,,,y,u,w,t,z,r,d,u
1737,p,8.15,x,y,w,t,,,w,8.69,15.87,s,,w,,,t,l,,g,u
1738,e,4.15,f,g,g,f,a,d,g,5.91,3.75,,s,g,,,f,f,,d,u
1739,e,6.33,x,,g,t,p,,g,12.55,28.01,,,w,,,f,f,,d,u
1740,p,17.3,f,k,w,t,d,d,w,7.16,29.97,,,w,,,f,f,,d,w
1741,e,5.24,x,h,n,f,x,c,n,4.81,6.54,,s,n,,,t,r,,d,w
1742,e,7.22,s,,n,f,a,,w,7.28,17.23,,,w,,,f,f,,d,a
1743,e,2.24,x,,u,f,,d,u,5.65,4.2,,,w,,,f,f,,d,u
1744,e,3.94,s,d,u,t,d,c,p,4.92,4.83,,,g,,,f,f,,d,u
1745,e,9.03,x,e,l,f,x,c,w,7.96,21.0,,,w,,,f,f,,d,a
1746,e,1.64,x,s,y,f,d,,w,6.05,2.07,,t,y,,,f,f,,d,u
1747,p,4.17,x,,w,f,x,c,p,8.11,3.75,,,n,,,f,f,,d,a
1748,e,11.25,x,t,n,t,p,,y,9.66,23.24,,,n,,,f,f,,d,a
1749,p,6.82,x,d,n,t,d,c,w,6.4,8.81,,,e,,,f,f,,d,u
1750,p,3.85,f,k,n,f,p,,n,5.63,6.27,,k,n,,,t,f,,d,u
1751,e,1.5,x,w,g,f,,d,k,5.09,2.52,,,w,,,f,f,,g,w
1752,p,5.32,p,s,n,f,,,w,6.34,10.91,,s,w,,,t,z,,g,u
1753,e,2.81,x,h,e,f,a,c,o,4.61,6.66,,,e,,,f,f,,m,a
1754,e,4.38,x,,r,f,d,,r,5.92,6.97,,,l,,,f,f,,l,a
1755,p,4.39,b,t,n,f,x,c,p,7.11,6.06,,i,n,,,f,f,,m,u
1756,e,7.91,x,t,y,f,p,,y,7.65,14.59,,,y,,y,t,,,d,a
1757,p,10.07,x,,w,f,x,c,w,9.83,11.49,r,i,w,,,f,f,,d,a
1758,e,1.67,x,g,n,f,a,,w,5.52,1.82,,t,y,,,f,f,,g,u
1759,p,7.31,x,i,n,f,a,c,n,7.85,8.13,,i,n,,k,t,z,k,d,a
1760,e,6.3,x,y,n,f,e,c,w,5.28,10.28,,y,n,,,f,f,,d,u
1761,p,3.04,o,,k,f,f,f,f,3.54,16.52,,g,n,,,f,f,,d,s
1762,p,4.33,b,t,n,f,,,k,11.79,6.2,,,w,,,t,,k,g,u
1763,e,3.0,b,y,n,f,,c,k,6.22,2.55,,,w,,,f,f,,d,u
1764,p,6.17,x,e,e,f,a,,n,7.89,9.73,,,y,,w,t,z,,d,a
1765,p,2.51,b,,g,f,a,,n,9.43,2.69,,,n,,w,f,f,k,g,u
1766,p,10.31,x,e,n,f,a,,n,11.64,16.01,s,,n,,e,f,f,,h,a
1767,p,8.86,x,s,g,t,s,d,w,5.45,15.13,r,i,n,,,f,f,,d,u
1768,e,7.14,x,,y,f,e,,w,6.49,13.86,b,,w,u,w,t,g,,d,a
1769,e,3.35,b,y,n,f,,c,k,7.0,3.21,,,w,,,f,f,,d,u
1770,p,13.51,x,,g,f,e,,w,10.62,16.38,,,w,u,w,t,e,,d,a
1771,p,2.61,f,w,o,t,d,c,y,2.77,5.63,,,n,,,f,f,,d,u
1772,p,3.18,x,k,w,f,s,,p,4.13,2.51,,,n,,,f,f,p,g,a
1773,p,7.8,f,t,e,f,x,d,w,6.1,17.49,b,,w,,,f,f,,d,u
1774,p,3.35,b,y,n,f,,c,u,4.88,4.49,s,s,w,,,f,f,,d,u
1775,e,9.53,p,y,w,f,e,c,n,14.75,11.93,,s,w,,,t,e,,u,a
1776,e,8.15,s,l,w,f,d,,p,3.32,8.36,,,w,,,f,f,,g,u
1777,p,8.52,p,,n,f,p,,w,10.34,31.49,c,,n,,,f,f,,d,u
1778,p,8.78,x,,g,t,x,,u,9.98,20.17,s,,g,,u,f,f,,d,a
1779,e,10.76,f,e,b,f,,c,b,5.04,18.44,,,w,,,t,f,,d,a
1780,e,4.68,x,s,n,f,p,,n,5.92,12.37,,,e,,,f,f,,d,a
1781,e,3.92,f,h,n,f,,c,n,6.27,6.7,,s,w,,w,f,f,k,d,u
1782,e,3.71,f,g,g,f,a,d,g,4.72,2.6,,s,n,,,f,f,,d,w
1783,e,10.44,s,,w,t,d,c,y,6.19,26.86,,,w,,,f,f,,d,a
1784,p,1.66,x,g,n,f,d,d,n,2.46,2.92,,s,n,,,f,f,,h,u
1785,p,20.53,x,k,w,t,d,d,n,8.27,35.61,,,w,,,f,f,,d,a
1786,p,0.96,x,g,w,f,a,d,w,2.89,1.4,,,n,,,f,f,,d,a
1787,e,6.93,p,,n,f,a,,w,8.76,17.54,,,g,,,f,f,,d,a
1788,e,1.5,c,g,n,f,a,,w,4.8,1.5,,,g,,,f,f,,d,u
1789,e,3.97,x,t,n,f,d,,o,5.22,7.18,,t,o,,,f,f,,d,a
1790,p,1.92,b,g,n,f,,c,n,5.73,2.62,,,n,,,f,f,,m,s
1791,e,1.72,f,w,n,f,,d,k,5.35,2.71,,,w,,,f,f,,d,u
1792,p,2.88,s,w,n,t,d,c,n,3.98,6.62,,,n,,,f,f,,d,a
1793,p,2.71,c,,w,f,x,c,w,3.81,3.49,,i,u,,,f,f,,p,u
1794,p,4.29,b,h,n,f,,,n,10.61,6.29,,,w,,,t,,k,g,u
1795,e,6.84,s,,n,f,d,c,w,5.88,8.69,,s,w,,,f,f,,l,a
1796,p,15.56,x,k,w,t,d,d,n,7.27,28.54,,,w,,,f,f,,d,a
1797,p,0.97,x,g,w,f,a,d,w,3.37,1.37,,,n,,,f,f,,d,a
1798,e,3.27,s,,y,f,f,f,f,6.83,7.37,,,y,,,f,f,,d,a
1799,e,0.93,b,g,g,f,,,g,2.83,1.45,,,w,,,f,f,,d,s
1800,p,4.82,x,,w,f,,c,w,2.85,12.98,,,y,,,f,f,,d,a
1801,p,8.9,b,y,n,f,,,k,16.35,18.18,,,w,,,f,f,,d,a
1802,p,1.43,x,,n,f,,,k,5.08,2.51,,s,n,,,f,f,k,g,a
1803,e,2.87,b,y,n,f,,c,k,6.02,2.94,,,w,,,f,f,,d,u
1804,e,4.94,c,,g,f,f,f,f,4.92,18.44,,,n,,,f,f,,l,s
1805,p,4.91,s,d,y,f,d,c,o,2.95,6.7,,,y,,,f,f,,d,u
1806,e,7.85,f,t,o,f,s,,n,8.65,12.96,,t,n,,,f,f,,d,a
1807,e,9.4,x,h,n,t,p,,n,7.75,16.74,,,n,,w,t,p,,d,u
1808,p,2.01,b,,n,f,a,,g,4.93,1.91,,s,g,,,f,f,,d,a
1809,p,8.26,s,t,p,t,d,c,p,7.01,12.64,,,p,,,t,f,,d,u
1810,e,7.45,f,w,y,f,f,f,f,6.4,17.32,,,y,,,f,f,,d,a
1811,p,11.49,x,,n,f,p,,w,8.95,29.08,c,,n,,,f,f,p,d,u
1812,e,11.01,p,i,n,t,e,,p,8.87,17.63,,y,w,,,t,p,,d,a
1813,e,3.13,x,s,e,f,a,c,o,4.64,7.4,,,e,,,f,f,,g,a
1814,e,6.91,s,w,y,f,f,f,f,5.02,13.4,,,y,,,f,f,,d,a
1815,e,8.32,x,d,y,t,p,,r,7.24,13.44,,,y,,,f,f,,d,a
1816,e,3.78,f,d,u,t,d,c,p,5.21,6.74,,,g,,,f,f,,d,a
1817,p,8.95,s,,r,t,d,,o,5.77,12.29,,,w,,,t,f,,d,a
1818,e,9.62,x,s,u,f,a,c,w,4.86,16.79,,,w,,,f,f,,d,u
1819,p,2.85,b,w,p,f,a,,y,4.93,6.43,,t,r,,,f,f,,m,a
1820,p,3.41,f,l,y,f,x,d,y,5.22,4.7,,,y,,,f,f,,d,u
1821,e,3.34,p,y,w,f,e,c,n,3.88,11.26,,,w,,w,t,e,,m,a
1822,e,4.27,x,,n,f,x,c,w,8.16,8.48,b,,w,,w,t,,,d,u
1823,p,3.77,x,,n,f,x,c,p,7.4,4.03,,,p,,,f,f,,l,a
1824,e,2.99,b,y,n,f,,c,n,6.49,3.38,,,w,,,f,f,,d,a
1825,e,11.44,x,e,y,f,x,c,w,8.05,20.69,,,w,,,f,f,,d,u
1826,p,4.03,b,y,n,f,,c,u,5.86,4.57,s,s,w,,,f,f,,d,a
1827,e,4.0,x,d,n,f,p,,n,5.55,10.32,,,n,,,f,f,,d,a
1828,p,2.42,s,s,w,f,d,c,w,2.69,7.26,,,w,,,f,f,,g,a
1829,p,8.25,x,e,n,f,a,,n,10.01,14.33,s,,n,,n,f,f,,h,a
1830,p,7.69,b,t,w,f,e,c,w,12.45,12.19,,y,w,u,w,t,e,,d,a
1831,p,3.16,x,y,o,f,a,,o,3.1,5.63,,,y,,,f,f,,h,a
1832,p,8.09,x,e,n,f,a,,n,9.71,13.05,s,,n,,e,f,f,,d,a
1833,p,4.06,x,s,y,f,,c,k,9.57,9.22,,,y,u,w,t,z,k,d,a
1834,e,9.59,x,t,n,t,p,,y,6.55,21.49,,,n,,,f,f,,d,u
1835,p,2.47,x,g,e,f,a,,w,6.22,2.37,,,n,,,f,f,,d,u
1836,e,10.43,x,s,g,f,s,c,w,6.24,19.04,,,w,,,f,f,,d,a
1837,p,3.24,f,s,g,f,d,c,w,2.75,7.0,,,w,,,f,f,,d,u
1838,p,3.05,s,w,y,t,d,c,y,3.81,5.85,,,n,,,f,f,,d,u
1839,p,2.22,p,t,n,f,a,c,n,7.63,2.55,,t,y,,,t,e,,m,s
1840,e,8.68,f,,p,f,x,c,w,6.55,18.21,,s,w,,,f,f,,d,u
1841,p,1.81,x,,n,f,,,k,5.32,2.92,,s,n,,,f,f,k,g,u
1842,e,5.46,s,,n,f,d,c,w,4.12,7.46,,s,w,,,f,f,,h,u
1843,p,11.08,x,t,r,t,d,c,n,5.8,13.93,,,n,,,f,f,,h,a
1844,e,5.78,s,,n,f,d,c,w,5.1,8.12,,s,w,,,f,f,,d,a
1845,p,2.98,o,,w,f,f,f,f,5.91,31.91,,g,w,,,t,f,,p,u
1846,p,1.06,x,g,w,f,a,d,w,2.91,1.23,,,n,,,f,f,,l,u
1847,e,4.97,f,h,n,f,a,d,w,6.28,4.01,,s,o,,,f,f,,d,w
1848,p,2.6,x,s,g,f,d,c,w,3.12,7.36,,,w,,,f,f,,g,u
1849,p,7.21,p,g,n,f,e,,w,8.06,14.04,,y,w,u,w,t,p,,d,u
1850,e,6.54,x,,w,f,e,,w,5.94,11.16,b,,y,u,w,t,g,,d,u
1851,p,1.67,x,k,n,f,,,n,3.89,1.4,,,n,,,f,f,,d,w
1852,p,3.85,s,k,n,f,p,,n,3.68,6.02,,k,n,,,t,f,,d,u
1853,p,6.92,o,k,r,f,,c,o,1.61,14.84,,,n,,,f,f,,d,w
1854,e,1.76,x,w,g,f,,d,k,4.99,2.48,,,w,,,f,f,,g,a
1855,e,3.25,x,,u,f,,d,w,6.29,5.82,,,w,,,f,f,,d,a
1856,e,7.76,x,s,k,f,a,c,w,3.68,13.72,,,w,,,f,f,,d,a
1857,p,8.59,f,w,p,f,s,c,p,4.57,9.66,,,p,,,f,f,,d,u
1858,p,0.68,f,,o,f,d,,o,3.76,0.97,,,y,,,f,f,w,g,a
1859,p,0.84,x,g,o,f,,,y,3.4,0.72,,,w,,,f,f,,d,u
1860,e,4.24,x,t,n,f,p,,n,6.08,12.09,,,n,,,f,f,,d,u
1861,e,4.39,f,g,g,f,a,d,g,5.82,3.45,,s,n,,,f,f,,d,s
1862,p,7.75,x,s,n,f,s,,n,5.38,7.25,,y,n,,,f,f,,d,w
1863,e,8.74,x,s,n,f,a,d,w,8.46,12.2,,i,n,,,t,,,d,w
1864,e,7.55,x,,n,t,p,,g,12.07,25.1,,y,w,,,f,f,,d,u
1865,p,3.53,o,,w,f,f,f,f,5.55,27.12,,g,w,,,t,f,,p,a
1866,e,5.18,p,,n,f,f,f,f,5.84,20.8,,,n,,,f,f,,d,s
1867,p,11.17,x,,n,t,p,,e,7.82,25.78,,,e,,,f,f,,d,u
1868,p,1.5,x,g,y,f,d,d,n,2.4,2.49,,s,n,,,f,f,,d,u
1869,p,3.04,x,i,e,f,,,e,4.6,5.67,,,e,,,f,f,n,d,a
1870,e,8.12,x,t,n,f,p,d,y,6.09,12.12,,s,n,,,f,f,,d,u
1871,p,3.25,s,d,w,f,a,d,p,4.01,2.59,,h,w,,,f,f,,g,u
1872,p,4.37,x,t,n,f,a,c,n,4.79,6.02,,y,o,,,t,z,,d,w
1873,p,5.52,x,k,n,f,a,c,n,5.22,5.8,,i,n,,,t,,,d,a
1874,e,3.59,s,d,p,t,d,c,p,4.63,6.9,,,g,,,f,f,,d,a
1875,e,3.86,f,s,w,f,d,d,w,3.78,5.96,,,w,,,f,f,,m,a
1876,p,5.57,c,k,y,t,x,c,p,6.61,12.7,,,w,,,f,f,,g,a
1877,p,6.73,f,t,n,f,x,c,y,4.77,12.4,,,y,,,f,f,,d,a
1878,p,7.86,f,t,n,f,s,,n,9.62,12.7,,t,n,,,f,f,,d,a
1879,p,2.08,p,t,n,f,a,c,g,8.2,2.57,,t,y,,,t,e,,m,a
1880,p,8.31,x,y,w,t,,,w,8.13,14.84,s,,w,,,t,l,,d,a
1881,p,8.11,x,t,e,f,x,d,w,6.63,18.03,b,,w,,,f,f,,d,u
1882,p,5.74,x,,e,f,,c,w,3.9,13.33,,,y,,,f,f,,d,a
1883,p,0.58,x,g,y,f,,,y,3.38,0.72,,,w,,,f,f,,d,a
1884,e,4.99,x,h,n,f,x,c,n,5.55,5.57,,y,n,,,t,r,,d,a
1885,e,5.1,x,t,n,f,a,d,n,6.92,5.3,,t,g,,,t,l,,d,w
1886,p,1.33,x,k,n,f,,,n,3.92,1.58,,,n,,,f,f,,d,a
1887,e,9.14,x,s,n,f,e,c,w,6.3,9.88,,i,n,,,f,f,p,d,a
1888,e,13.16,s,,w,t,d,c,y,6.29,26.44,,,w,,,f,f,,d,a
1889,p,2.49,f,s,g,f,d,c,w,2.94,7.75,,,w,,,f,f,,g,u
1890,p,6.88,f,t,y,f,x,c,y,5.1,11.53,,,y,,,f,f,,d,a
1891,p,1.21,b,t,n,f,,c,g,3.43,2.49,,,n,,,t,f,,g,a
1892,p,4.68,o,,w,f,f,f,f,6.16,31.09,,g,w,,,t,f,,p,a
1893,p,5.29,x,i,k,f,e,,y,6.41,6.67,,,o,,,f,f,,g,u
1894,p,1.02,b,t,n,f,,c,n,3.2,2.37,,,n,,,t,f,,g,u
1895,e,4.49,p,g,n,f,a,,w,4.64,3.45,,,y,,,f,f,,g,s
1896,p,7.16,x,y,w,t,,,n,6.8,11.53,s,,w,,,t,l,,d,u
1897,p,2.92,x,d,w,f,d,d,p,3.45,2.38,,h,w,,,f,f,,g,u
1898,e,9.66,x,y,y,f,,,w,6.12,26.19,b,,n,,w,t,e,,d,a
1899,e,1.78,p,g,g,f,,,g,3.79,1.52,,,w,,,f,f,,d,s
1900,e,3.62,s,d,n,t,d,c,p,4.97,6.37,,,n,,,f,f,,d,u
1901,e,6.24,x,h,n,f,x,c,w,5.78,6.82,,y,n,,,t,r,,d,u
1902,p,7.05,f,t,e,f,x,d,w,5.68,16.87,b,,w,,,f,f,,d,a
1903,e,11.15,x,s,u,f,x,,n,6.9,22.48,,,p,,,f,f,,d,a
1904,p,4.39,o,l,n,f,f,f,f,4.87,38.66,,,n,,,f,f,g,l,w
1905,e,5.75,s,,n,f,d,c,w,4.12,7.82,,s,w,,,f,f,,d,u
1906,p,10.16,o,,e,f,f,f,f,3.62,25.83,,g,n,,,f,f,,d,u
1907,e,5.9,x,,y,f,e,,w,5.88,12.69,b,,y,u,y,t,g,,d,u
1908,p,2.63,f,k,n,f,s,,p,2.9,2.08,,,n,,,f,f,p,g,u
1909,e,4.6,p,,n,f,f,f,f,5.43,19.08,,,n,,,f,f,,d,s
1910,e,4.32,x,t,n,f,d,,o,6.15,8.92,,t,o,,,f,f,,d,a
1911,e,5.69,x,s,b,f,d,d,o,6.04,12.2,,,w,,,f,f,,d,a
1912,p,10.84,x,e,y,t,p,,o,8.33,25.92,,,e,,,f,f,,d,u
1913,p,2.37,x,g,e,f,a,,p,6.61,2.39,,,w,,,f,f,,d,u
1914,p,2.99,x,g,n,f,a,,w,7.34,2.57,,,w,,,f,f,,d,u
